source,target
"i am in my last year of grad school . # i enjoy cooking italian food . # i am the worlds best aunt . # i love trips to the beach . # i am obsessed with my dog . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # i work as an environmental activist . you ? # 
","i amiable , i am in gradation , and you are ?   ? \# i amiable , i am in grad school .
"
"i love to hike . # i have visited 12 national parks in the us . # i live in vermont . # i am an environmental activist . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # i work as an environmental activist . you ? # i am trying to finish up grad school . do you have any pets ? # 
","no pets , but i think it would be cool to see a dog .   \# no pets , but i think it would be cool to see a dog .   ?
"
"i am in my last year of grad school . # i enjoy cooking italian food . # i am the worlds best aunt . # i love trips to the beach . # i am obsessed with my dog . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # i work as an environmental activist . you ? # i am trying to finish up grad school . do you have any pets ? # no pets . do you guys have many parks in texas ? # 
","no .  . i   . i   .  .   . \# no .  . i   .
"
"i love to hike . # i have visited 12 national parks in the us . # i live in vermont . # i am an environmental activist . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # i work as an environmental activist . you ? # i am trying to finish up grad school . do you have any pets ? # no pets . do you guys have many parks in texas ? # i have a dog that i love a lot . lots of parks in texas ! # 
","i have a lot of fun with my dog friends . you can tell ?   ? \# i have a lot of fun with my dog friends .
"
"i am in my last year of grad school . # i enjoy cooking italian food . # i am the worlds best aunt . # i love trips to the beach . # i am obsessed with my dog . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # i work as an environmental activist . you ? # i am trying to finish up grad school . do you have any pets ? # no pets . do you guys have many parks in texas ? # i have a dog that i love a lot . lots of parks in texas ! # what s the dogs name ? i have visited like 12 national parks . # 
","i have a hard time believing that a dog is born in the middle of the night and dies \# i have a hard time believing that a dog is born .
"
"i love to hike . # i have visited 12 national parks in the us . # i live in vermont . # i am an environmental activist . CC  SS what are your favorite things # hiking is my favorite thing to do . what about you ? # i really love the beach and cooking italian food ! # where do you live ? i am in vermont . # what do you do for a living ? i am in texas . # i work as an environmental activist . you ? # i am trying to finish up grad school . do you have any pets ? # no pets . do you guys have many parks in texas ? # i have a dog that i love a lot . lots of parks in texas ! # what s the dogs name ? i have visited like 12 national parks . # we call him spot ! do you have any nieces or nephews ? # 
","no .   .  .   . \# no .   .  .  
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS 
","hi , how it is that the sun is shining , yet .  . is glaring . \# hi , how it is that the sun is out ?
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # 
","i amiable , just eating ice- cream for dinner .  . \# i amiable , just eating ice- cream for dinner . 
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # 
","i amiable .  .   . \# i amiable .  .  
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # 
","i amiable , i love my date . \# i amiable , i love my date
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # 
","i would have loved to have been in japanese , but i think i learnt a lot \# i would have loved to have been in japanese , but i think i learnt a little
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # 
","i am not sure what the point is of new york , i . \# i am not sure what the point is of new york , i. e .
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # 
","i have a lot of fun walking into this countryside .  . \# i have a lot of fun walking into this countryside . 
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # 
","i work , i. m . a general failure \# i work , i. m . a general failure .
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # 
","i work , but i think i have it figured out .   . . .   \# i work , but i think i have it figured out .   . .
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # 
","i am not sure I am 32 minutes from home . \# i am not sure I am 32 minutes from my future
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # i will be 33 on my next birthday # 
","i will never be able to put a number on it .   . . .   \# i will never be able to put a number on it .  
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # i will be 33 on my next birthday # do you have any kids # 
","no i do nie n't \# no i do nie n't have any sense
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # i will be 33 on my next birthday # do you have any kids # no i am single no kids # 
","i do n't have the time or inclination \# i do n't have the time or energy for kids
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # i will be 33 on my next birthday # do you have any kids # no i am single no kids # same here . i hope to have some one day . # 
","i hope to have a family-friendly place to put them \# i hope to have a family-friendly place
"
"i eat ice cream when i am sad . # i am a dog walker . # my best friend lives in japan . # i live in new york . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # i will be 33 on my next birthday # do you have any kids # no i am single no kids # same here . i hope to have some one day . # i like to spend time on the weekends meeting new people # 
","i love to meet you .   . \# i love to meet you .  
"
"i miss my dad . # in reality i m 32 and live at home with my mother . # there i m a general of an orcish army . # i larp on the weekends in the forest . CC  SS hello . i am sad so i am eating ice cream . what are you up to ? # i am sad as well , missing my father today # i am missing my best friend who moved to japan # i have never traveled to japan i would like to some day # i reside in new york . i never want to go anywhere else . # i have visited new york and i agree it is nice i prefer to be rural areas # i love it as much as i love walking dogs . where do you work ? # i work from home , where i live with my mother # interesting . how old are you ? # i will be 33 on my next birthday # do you have any kids # no i am single no kids # same here . i hope to have some one day . # i like to spend time on the weekends meeting new people # i like to meet new people # 
","i love to meet you \# i love to meet you too , and you
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS 
","i have a lot of fun .   . \# i have a lot of fun .  
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # 
","i amiable .  .   . \# i amiable .  .  
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # 
","i amiable .  is charming . \# i amiable .  .  .
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # 
","i am not sure what the word means , but i like it . \# i am not sure what the word means ;
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # 
","i do nie , i n't got a clue . \# i do nie , i n't got a clue
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # 
","i have a lot of fun with it all the time . \# i have a lot of fun with it .
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # 
","i would have loved to have been able to free herself \# i would have loved to have been able to free himself
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # 
","i have a lot of times over- the years handled it .   .  .  \# i have a lot of times over- the years handled it .  
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # 
","i love to read , especially an urban fantasy \# i love to read , especially an old book when there is a cliff
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # 
","i like to think i have a good laugh with you .   .  .   \# i like to think i have a good heart .
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # me too . i love technology . i wish i would never die . i wanna free dive forever . # 
","i wish I could have a look at the world in a more interesting light \# i wish I could have a look at the world in a more modern and peaceful way
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # me too . i love technology . i wish i would never die . i wanna free dive forever . # what city are you from ? # 
","i amiable . \# i am not sure .
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # me too . i love technology . i wish i would never die . i wanna free dive forever . # what city are you from ? # orlando . i live with my girl friend . i only date girls i am shorter than . # 
","i am not sure what the short of this girl is story \# i am not sure what the short of this girl is story is
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # me too . i love technology . i wish i would never die . i wanna free dive forever . # what city are you from ? # orlando . i live with my girl friend . i only date girls i am shorter than . # why how tall are you ? # 
","i am not tall enough to date people taller than her and me . \# i am not tall enough to date people taller than her and me ,
"
"my favorite book is anne of green gables . # i have always wanted a pot bellied pig . # i love owning nice office supplies . # my mom teaches kindergarten and my dad is a tax assessor . # i won a beauty pageant one time but did not feel like it was worth the effort . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # me too . i love technology . i wish i would never die . i wanna free dive forever . # what city are you from ? # orlando . i live with my girl friend . i only date girls i am shorter than . # why how tall are you ? # 6 foot . my girl friend is 6 2 . love those long legs . she is beautiful . how about you ? # 
","i amiable and you ?  \# i amiable , i am charming
"
"i only date people taller than me . # i really like technology . # my dog is smaller than my cat . # i wish i could live forever . # i like free diving . CC  SS hi how are you doing ? # good , how are you ? # i am good thanks for asking # do you have animals ? i have 1 dog , 1 cat . cat is bigger than dog . # no but i always wanted a pet pig # pig would be fun . i wonder if one would free dive with me ? # what s free diving ? never heard of it # dive off cliffs into the ocean . what do you like to do ? # i like listening to music # me too . i love technology . i wish i would never die . i wanna free dive forever . # what city are you from ? # orlando . i live with my girl friend . i only date girls i am shorter than . # why how tall are you ? # 6 foot . my girl friend is 6 2 . love those long legs . she is beautiful . how about you ? # what do you do for a living ? # 
","i work , i do for naught .  .   . \# i work , i do for naught . 
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS 
","hi there , how dare you insult her ?  . \# hi there , how dare you insult her .
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # 
","i am not too .   .  .   . \# i am not too .  
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # 
","i am not sure what the run-time is .  . \# i am not sure what the run-time is . 
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # 
","i amiable .  .   . \# i amiable .  .  
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # 
","i amiable .  .   . \# i amiable .  .  
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # 
","i am not sure what the photography style is . \# i am not sure what the photography style is
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # 
","i do you think \# i do not believe in evolution
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # 
","i am not sure what the point is .  ? \# i am not sure what the point is . 
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # 
","i like to make you baggy and make you pee . \# i like to make you baggy , so to speak , even though i have a lot of
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # 
","i amiable .   . \# i amiable .  
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # 
","i like to bagels \# i like to bagels . 
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # 
","i love to see baggy black women . \# i love to see baggy black women
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # 
","i like to think i have a good heart lol \# i like to think i have a good heart
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # what city are you from ? # 
","i amiable , i am in love with the guy , you know ?   \# i amiable , i am in love with the guy ,
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # what city are you from ? # san francisco , lots of nice hills to go running on # 
","i like to run into the woods with a paintbrush and see what happens \# i like to run into the woods and paint
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # what city are you from ? # san francisco , lots of nice hills to go running on # i am in so cal inland empire # 
","i am not sure what the name of this city is really . \# i am not sure what the name of this city is really
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS 
","hi there , how much do you care about ? \# hi there , how much do you really bench to sleep ?
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # 
","i amiable .  .   . \# i amiable .  .  
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # 
","i amiable , i am jolly goodie , and jake is jolly good . \# i amiable , i am jolly goodie , and jake is jolly good
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # 
","i am not sure .  .   . \# i am not sure .  .   ?  ?
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # 
","i am not sure .  .   . \# i am not sure .  .   ?
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # 
","i do nope .   .  .   . \# i do nancy to be heard .
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # 
","i have a job to do .  . \# i have a job to do .  is funny job No.
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # 
","i am not sure .  is funny , i am a sucker for it  .   \# i am not sure .  is funny , i am a sucker for it  is for its
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # 
","i am not sure .  .   ?  ?   ?  ?   \# i am not sure .  .   .
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # 
","i am not sure i have the energy or strength .   .  .   . \# i am not sure i have the energy or strength to finish .
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # i am sure your ego is from mommy issues ? maybe a pet can help calm you down . # 
","i am not sure .  .   . \# i am not sure .  .   . i am sure you will enjoy yourself . 
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # i am sure your ego is from mommy issues ? maybe a pet can help calm you down . # like how ? how could a pet help a strong man like me ? # 
","i think it would be .   . \# i think it would be .   . i am not sure it is .
"
