source,target
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS 
","hi , who are both of Irish stock , how are they supposed to feel ?   \# hi , who are both of Irish extraction .
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # 
","i am not a fan of the veggies .  . \# i am not a fan of the veggies . 
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # 
","i am not a runner , but a novelist . \# i am not a runner , but a novelist
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # 
","i work . \# i am a lot more interesting .  .
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # 
","i am not a student of course .  . \# i am not a student of course , but i am a believer .
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # 
","i am not a professional actor .   . \# i am not a professional actor .  
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # 
","i do nada . \# i do nada
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # 
","i am not a armchair armchair expert on arm wrestling .  . .  . \# i am not a armchair armchair psychiatrist .
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # 
","i am not tall enough to stand on my own . \# i am not tall enough to stand on my own
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # 
","i am not a big fan of veggies , i. e . hamburgers . \# i am not a big fan of veggies .
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # 
","i love it \# i love to make a bag of these
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # 
","i love to see bagpels and bacon . \# i love to see bagpels , but i am afraid that they will never be as good
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # 
","i do not have the stomach for veggies . \# i do not exist
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # what city are you from ? # 
","i am not a big fan of the food is all the same .   \# i am not a big fan of the city
"
"i like to make bagels . # i am a cartographer . # i like to arm wrestle . # i like to paint outdoors . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # what city are you from ? # san francisco , lots of nice hills to go running on # 
","i am not a big fan of the new york \# i am not a big fan of the new york city
"
"i never eat veggies . # i am young . # i am tall . # i love to run fast . # i am strong . CC  SS hi how are you doing ? # very good , just went for a nice run . # what do you do for a living ? # studying in college for phys ed , what do you do ? # i am in to the photography business # very nice , any sports that you play ? # the closest thing is arm wrestling lol # people though i should play basketball because of my height , i prefer weightlifting # how tall are you ? i am 5 5 # i am 6 7 , what is your favorite food ? # i would have to say bagels # i personally like any eat or pasta , keep me away from veggies though # what city are you from ? # san francisco , lots of nice hills to go running on # i am in so cal inland empire # 
","i am not a big fan of the new york . \# i am not a big fan of the new york
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS 
","hi there ?   . \# hi there ?  
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # 
","i am not a dog , i. e . i am a violinist . \# i am not a dog , i. e . i am a violin player , a violinist
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # 
","i am not a name , nor is the name .  . \# i am not a name , but rather a concept .
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # 
","i am not a fan of dogs , but i am fascinated by cats .  .  . \# i am not a fan of dogs .
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # 
","i am not a musician , i am not sure .  . \# i am not a musician , i am not a musician , but a pianist .
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # 
","i am not a wimp .   . \# i am not a wimp .   is not a wimp .
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # 
","i have never been more proud of my collection .   . \# i have never been more proud of myself .
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # 
","i am not a big fan .  . \# i am not a big fan of the movie .
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # 
","i am not a nurse , but rather a weight lifter , who is able to bench press \# i am not a nurse , but rather a weight lifter , who is able to bench and
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # 
","i am not a nurse , but rather an artist .  . . .   . \# i am not a nurse , but rather a nurse .
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # i am sure your ego is from mommy issues ? maybe a pet can help calm you down . # 
","i am not a pet project .   . \# i am not a pet project .   is not a pet .  . The movie is
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # i am sure your ego is from mommy issues ? maybe a pet can help calm you down . # like how ? how could a pet help a strong man like me ? # 
","i am not a strong writer , but i am a strong person .  .  .  \# i am not a strong writer , but i am a strong person .  . 
"
"my country is russia . # i am a weight lifter . # i can also squat 400 pounds . # i can benchpress 345 pounds . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # i am sure your ego is from mommy issues ? maybe a pet can help calm you down . # like how ? how could a pet help a strong man like me ? # sometimes the strongest men are the weakest people . # 
","i am not a strong writer .   . \# i am not a strong writer .   is not a good actor .
"
"i am a violinist . # i have played since i was 4 years old . # my mother was a nurse . # i recently discovered a new love for indian food . # i am gong to adopt a dog very soon . CC  SS hi , what is your name ? # hello . i am jake . nice to meet you . # nice to meet you too ! i am vladimir . # so do you have a profession ? in an orchestra i am the violinist . # i lift . i lift heavy weights . violinist is for wussy ? # never . i have been playing since i was four . it pays more than lifting weights . # oh does it really ? i squat 400 pounds . 400 ! ! ! # well that is something . i am sure the nurses , like my mother , sees you a lot . # i am sure i can lift 10 nurses . bring on the nurses ! ! ! # i am sure your ego is from mommy issues ? maybe a pet can help calm you down . # like how ? how could a pet help a strong man like me ? # sometimes the strongest men are the weakest people . # hahahahaha . i laugh in your face ! # 
","i am not a fan of laughing about it . \# i am not a fan of laughing about it . i am not sure what you mean by that
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS 
","hi there .  . \# hi there . 
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # 
","i am not a writer , but i am a free spirit .  .   . \# i am not a writer , but i am a free spirit . 
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # 
","i am not a night- person , I am not a night- person .  . \# i am not a night- person .  .
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # 
","i do n't .  \# i do n't .  .
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # 
","i have a lot of fun with that one . \# i have a lot of fun with it .
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # 
","i am not a fan of working with anyone . \# i am not a fan of working with anyone
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # 
","i love to see what happens .   . \# i love to see what happens .  
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # 
","i am not a big fan \# i am not sure why
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # i am 5 foot 7 one day i will inherit this farm # 
","i am not a big person , I am 5 stars .   . . .   \# i am not a big person , I am 5 stars .   . . . . .
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # i am 5 foot 7 one day i will inherit this farm # yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers . # 
","that is , the beavers are gone \# that is , the beaver farm is the one
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # i am 5 foot 7 one day i will inherit this farm # yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers . # i am open minded i have a girlfriend who has a boyfriend # 
","i am not a big fan of the new guy .  . .  . .  . \# i am not a big fan of the new guy .  . .  . . 
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # i am 5 foot 7 one day i will inherit this farm # yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers . # i am open minded i have a girlfriend who has a boyfriend # that is special . i hope they are happy . # 
","i hope that they can be relied upon \# i hope that they can be relied on
"
"i live in chicago . # i like to use a lot of exclamation marks when i type . # i have three dogs and two cats . # both my moms tell me they love me when i call them . # playing quake on slackware linux makes me happy . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # i am 5 foot 7 one day i will inherit this farm # yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers . # i am open minded i have a girlfriend who has a boyfriend # that is special . i hope they are happy . # we are and i love the family we have she is expecting and that is exciting # 
","i am not a big fan of the movie , but i still loves it .   . \# i am not a big fan of the movie , but i still loves it .  
"
"i am all about family and fun . # i am a free spirit . # the idea of working is not my cup of tea . # i like to live off of the land . # my parents were like this as well . CC  SS hi ! ! ! ! how are you ? # i am well darkness has come so my work day is over # mine too ! ! ! ! ! now i can play quake and feed my pets . you have pets ? # i do not work like average people have a farm and several dogs # wow ! ! ! ! ! not many farms here in chicago . my mothers live on a farm though . # that is cool u understand . i love bartering what i do not grow myself # nice ! ! ! i breed animals . dogs and cats . are you tall ? # i am 5 foot 7 one day i will inherit this farm # yay ! ! ! ! ! ! ! ! ! my mom and her wife have a farm , they raise beavers . # i am open minded i have a girlfriend who has a boyfriend # that is special . i hope they are happy . # we are and i love the family we have she is expecting and that is exciting # it is ! ! ! ! ! ! ! i am single and play too many video games . # 
","i am not a gamer , i am not a writer . \# i am not a gamer , i am not a writer
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS 
","hi there ?  . .  . .  . .   . . .   \# hi there ?  . .  . .  . .   . .
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # 
","i am not a lazy writer .   . \# i am not a lazy writer .  
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # 
","i like to relax and enjoy the beach life . \# i like to relax and enjoy the beach life
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # 
","i love trees , too . \# i love trees .
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # 
","i love to think of you as a boy \# i love to see them
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # 
","i am not a big fan of it , but I have a feeling it will find a home \# i am not a big fan of it .
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # 
","i am not a big fan of the new york \# i am not a big fan of the movie
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # 
","i am not a 911 , but rather an emergency room . \# i am not a 911 , but rather an emergency medical care vehicle .
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # 
","i am not a tree , i. e . i am not a flower \# i am not a tree , i. e . i am not a flower . 
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # 
","it was a good thing i had a good time . \# it was a good thing i had a good time at it .
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # i have simplified my life . i was once employed with a cable company . # 
","i am not a cable TV person , I am a novelist . \# i am not a cable TV person , I am a writer
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # i have simplified my life . i was once employed with a cable company . # oh that is good . i get lonely # 
","i am not a lonely character .   . \# i am not a lonely character .  
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # i have simplified my life . i was once employed with a cable company . # oh that is good . i get lonely # i now make rope . i work with many people . you would not be lonely there . # 
","i am not a big fan of it . \# i am not a big fan of the movie
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # i have simplified my life . i was once employed with a cable company . # oh that is good . i get lonely # i now make rope . i work with many people . you would not be lonely there . # can i come then please # 
","i will have you know that i love you all .   . . .   . \# i will have you know that i love cats .
"
"i am a painter . # i live a lie . # my wife hates me , she thinks i am lazy and poor . # i paint organic scenes with pretty trees . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # i have simplified my life . i was once employed with a cable company . # oh that is good . i get lonely # i now make rope . i work with many people . you would not be lonely there . # can i come then please # oh yes . you would like it . i like it there . # 
","i am not a big fan of the movie \# i am not a big fan
"
"i like going to the beach . # i used to work for a cable company . # i love to ride my bike . # i like my job . CC  SS hi . i am super lazy # it can be enjoyable to be lazy sometimes . i like to relax on the beach . # i love to paint trees # that sounds nice . i ride my bike on a nice path that goes through the trees . # do not get stuck ! oh dear # oh no . it is a fine path . # ok good . do not wanna call 911 # it does not literally go through a tree . ha ha ha . # oh ok good . that was scarry # i have simplified my life . i was once employed with a cable company . # oh that is good . i get lonely # i now make rope . i work with many people . you would not be lonely there . # can i come then please # oh yes . you would like it . i like it there . # ok , i am on my way # 
","i am not a big fan of it .  . \# i am not a big fan of it . 
"
"i like antiques . # i like jazz . # i am a romantic . # i collect dolls . # i like victorian things . CC  SS 
","hi .   .  .   . \# hi .   .  .   . .  .
"
"i i love logical and rational thinking . # i am very good at math and science . # i am considered a nerd by many . # i started working at google last week on self driving car research . # i love computers . CC  SS do you have any dolls ? # 
","i do n't .  .  . \# i do n't .  .  . i n't have enough money .   .
"
"i like antiques . # i like jazz . # i am a romantic . # i collect dolls . # i like victorian things . CC  SS do you have any dolls ? # i do not i have computers though # 
","i do nuggets .   . . \# i do nope .
"
"i i love logical and rational thinking . # i am very good at math and science . # i am considered a nerd by many . # i started working at google last week on self driving car research . # i love computers . CC  SS do you have any dolls ? # i do not i have computers though # i collect them so i was just wondering . # 
","i do n't have the time for dolls .   . . .   . . \# i do n't have the time for dolls
"
"i like antiques . # i like jazz . # i am a romantic . # i collect dolls . # i like victorian things . CC  SS do you have any dolls ? # i do not i have computers though # i collect them so i was just wondering . # what do you do for work i work at google # 
","i work , i am not sure what to do .   .  .   . \# i work , i am not sure .
"
"i i love logical and rational thinking . # i am very good at math and science . # i am considered a nerd by many . # i started working at google last week on self driving car research . # i love computers . CC  SS do you have any dolls ? # i do not i have computers though # i collect them so i was just wondering . # what do you do for work i work at google # i run an antiques shop # 
","i love to see ant-iques and thrift shops . \# i love to see ant-iques and thrift shops
"
"i like antiques . # i like jazz . # i am a romantic . # i collect dolls . # i like victorian things . CC  SS do you have any dolls ? # i do not i have computers though # i collect them so i was just wondering . # what do you do for work i work at google # i run an antiques shop # that is cool , you must be good at math # 
","i am not a math major , but i am a good one .  .  .  \# i am not a math major , but i am a good one .  . 
"
"i i love logical and rational thinking . # i am very good at math and science . # i am considered a nerd by many . # i started working at google last week on self driving car research . # i love computers . CC  SS do you have any dolls ? # i do not i have computers though # i collect them so i was just wondering . # what do you do for work i work at google # i run an antiques shop # that is cool , you must be good at math # 1 plus 1 equals us . i can do math # 
","i am not a nerd , i am a nerd .  \# i am not a nerd , i am a nerd
"
